20000,0.0360557,0.030215,0.0301686,0.0314777,0.0303786,0.0351088,0.0299893,0.0322664,0.0298897,0.029965,0.0315515
21000,0.053143,0.0314399,0.0314175,0.0326074,0.0316369,0.0324407,0.0357717,0.0317585,0.0323531,0.031717,0.0344286
22000,0.04387,0.0350462,0.0334747,0.0334563,0.0331978,0.033315,0.0336249,0.0331609,0.034194,0.0352899,0.034863
23000,0.0465251,0.0354854,0.0357057,0.0353185,0.0346145,0.0349498,0.0352006,0.0348654,0.0349346,0.0354348,0.0363034
24000,0.0613683,0.0367387,0.037423,0.0388043,0.0373097,0.0373147,0.0380402,0.0364184,0.0364094,0.0375535,0.039738
25000,0.0546081,0.0394744,0.0387519,0.0389623,0.0425579,0.0388636,0.0404279,0.0407791,0.0385222,0.0382176,0.0411165
26000,0.0584522,0.0417632,0.0401597,0.0406359,0.0397001,0.0404045,0.042294,0.0399108,0.0437749,0.0397868,0.0426882
27000,0.0529288,0.0436612,0.0424113,0.0416982,0.0416355,0.0419178,0.0436123,0.0422647,0.0423065,0.0429423,0.0435379
28000,0.0499349,0.0445903,0.0446962,0.0455082,0.044652,0.0443219,0.0439349,0.0453017,0.0434013,0.0438411,0.0450183
29000,0.0648231,0.0451231,0.0450856,0.046134,0.0470172,0.0464958,0.046232,0.0472937,0.0449949,0.0452442,0.0478444
30000,0.0672298,0.0478625,0.0465011,0.0469793,0.0473833,0.0467693,0.0512607,0.046913,0.04982,0.0475332,0.0498252
31000,0.0720723,0.049257,0.050308,0.0483594,0.048395,0.0484366,0.049202,0.0489255,0.0489329,0.0502011,0.051409
32000,0.0679487,0.0508019,0.0523364,0.052435,0.0515079,0.0553395,0.0501161,0.0502467,0.0506688,0.0502654,0.0531666
33000,0.0689209,0.0528425,0.0525489,0.0523605,0.0534011,0.0523317,0.0554242,0.0535949,0.0533417,0.0518564,0.0546623
34000,0.0702671,0.055831,0.0547025,0.054019,0.0536831,0.0537406,0.0664908,0.0553177,0.0547928,0.0554959,0.0574341
35000,0.0651402,0.0564414,0.0580199,0.0582101,0.0569083,0.057432,0.0570092,0.0554651,0.0557712,0.0555868,0.0575984
36000,0.0656135,0.0573288,0.0581031,0.0574008,0.0578825,0.0589806,0.060991,0.0591862,0.0627718,0.0569349,0.0595193
37000,0.0652788,0.0626321,0.0598347,0.0594754,0.0602382,0.0595164,0.0649401,0.0587938,0.0596159,0.0655614,0.0615887
38000,0.0672843,0.0618295,0.0614473,0.0635323,0.06316,0.062446,0.0758836,0.0606334,0.061286,0.0639789,0.0641481
39000,0.0688498,0.0623063,0.0628551,0.063241,0.0636495,0.0629502,0.0766661,0.0673675,0.0654829,0.0624069,0.0655775
40000,0.068125,0.0676678,0.0655609,0.0651374,0.0696782,0.0646611,0.0660213,0.0643562,0.0643596,0.0700034,0.0665571
41000,0.0842141,0.0667243,0.068499,0.0680724,0.0686236,0.0686117,0.0697519,0.0666137,0.0665257,0.0682659,0.0695902
42000,0.0788631,0.0694217,0.0676827,0.0676822,0.0695117,0.0686002,0.0735227,0.068308,0.070214,0.0691107,0.0702917
43000,0.0720231,0.0710629,0.071357,0.071539,0.0731742,0.0703489,0.0750905,0.0715767,0.0699769,0.0704243,0.0716573
44000,0.0859262,0.0719039,0.0714196,0.0718957,0.072508,0.0733832,0.0726425,0.0728806,0.0747158,0.0711303,0.0738406
45000,0.0743694,0.0767095,0.0748175,0.0739888,0.0744206,0.0741673,0.0735381,0.0730598,0.0741409,0.0760004,0.0745212
46000,0.0917558,0.0763749,0.0748438,0.0761627,0.0826134,0.0793659,0.0771129,0.0761213,0.0756827,0.0750505,0.0785084
47000,0.0808325,0.0788562,0.0766792,0.0784982,0.0770823,0.0774925,0.0768486,0.078041,0.0802841,0.07897,0.0783585
48000,0.0820462,0.0790668,0.0812798,0.0818023,0.0814374,0.0805384,0.0804278,0.0792522,0.0791564,0.0791293,0.0804137
49000,0.0909982,0.0823121,0.0803626,0.0803009,0.0807195,0.0807819,0.0810732,0.0822943,0.0827456,0.0818711,0.0823459
50000,0.093689,0.085689,0.0856915,0.0859691,0.0858309,0.083103,0.0837203,0.0819671,0.083873,0.0875286,0.0857062
51000,0.104105,0.0852938,0.0839773,0.084156,0.087823,0.0839358,0.0846868,0.0865235,0.0868801,0.0864401,0.0873821
52000,0.100268,0.0873516,0.0882107,0.0890188,0.0892918,0.087974,0.0868547,0.0856972,0.0874474,0.086975,0.0889089
53000,0.0942127,0.0925192,0.0876508,0.0874816,0.0894566,0.0879704,0.0894549,0.0908814,0.102226,0.0889476,0.0910801
54000,0.0932991,0.089776,0.091699,0.0932055,0.0910235,0.0914582,0.0920308,0.0897611,0.0902511,0.093397,0.0915901
55000,0.092718,0.0943252,0.0914917,0.0922199,0.0916151,0.0913056,0.0915188,0.0962052,0.0931309,0.0940782,0.0928609
56000,0.0978175,0.0944701,0.0959876,0.0952496,0.0965598,0.0954831,0.094101,0.0950601,0.0940944,0.0933178,0.0952141
57000,0.098483,0.0971917,0.0948543,0.0958017,0.09557,0.0955961,0.0954955,0.0968068,0.096321,0.0966782,0.0962798
58000,0.0986268,0.097242,0.100806,0.0987028,0.0995464,0.100485,0.0985519,0.0981156,0.0986031,0.0970005,0.0987681
59000,0.102943,0.104718,0.101256,0.0998997,0.0987716,0.099156,0.0985539,0.0983565,0.0986197,0.102194,0.100447
60000,0.102471,0.101754,0.100974,0.101221,0.102625,0.104168,0.103601,0.102828,0.103712,0.100258,0.102361
61000,0.105198,0.10399,0.105484,0.104248,0.104041,0.102413,0.10353,0.102172,0.103627,0.106429,0.104113
62000,0.106082,0.114502,0.10387,0.103885,0.104098,0.105718,0.105947,0.108003,0.107005,0.105063,0.106417
63000,0.108272,0.107057,0.108848,0.10862,0.108862,0.108222,0.110775,0.105698,0.105798,0.106939,0.107909
64000,0.112039,0.11167,0.108366,0.107516,0.108042,0.108881,0.107042,0.108445,0.109123,0.110066,0.109119
65000,0.110515,0.110456,0.112862,0.114448,0.111293,0.111297,0.112707,0.125351,0.116979,0.109188,0.11351
66000,0.114017,0.114056,0.117166,0.114408,0.113506,0.112237,0.112749,0.111125,0.111015,0.114774,0.113505
67000,0.11624,0.116882,0.114267,0.113751,0.114796,0.114552,0.114533,0.115338,0.117844,0.115093,0.11533
68000,0.117123,0.11819,0.116785,0.118841,0.11966,0.11702,0.118114,0.118426,0.117858,0.116204,0.117822
69000,0.120448,0.118913,0.119359,0.119988,0.119968,0.123622,0.118204,0.117864,0.118094,0.119457,0.119592
70000,0.122468,0.122104,0.12029,0.119196,0.118854,0.122639,0.120353,0.11909,0.122188,0.121307,0.120849
71000,0.121786,0.121968,0.121039,0.124043,0.12371,0.126242,0.123039,0.12245,0.123467,0.120824,0.122857
72000,0.126839,0.125454,0.125992,0.127241,0.126309,0.127717,0.124496,0.123914,0.12243,0.124387,0.125478
73000,0.140414,0.12784,0.129467,0.125634,0.124197,0.12451,0.124652,0.124296,0.128008,0.126122,0.127514
74000,0.130343,0.128699,0.127193,0.128035,0.128666,0.127465,0.13027,0.128502,0.130045,0.126967,0.128618
75000,0.132483,0.128727,0.131484,0.131285,0.130676,0.131249,0.130335,0.13074,0.130773,0.132462,0.131021
76000,0.133251,0.132794,0.132245,0.132038,0.132272,0.131504,0.132646,0.131158,0.135879,0.13312,0.132691
77000,0.136781,0.136496,0.133296,0.132061,0.132954,0.132009,0.133859,0.133882,0.133339,0.134843,0.133952
78000,0.137557,0.136165,0.134802,0.134654,0.137068,0.138984,0.137088,0.135612,0.137007,0.134541,0.136348
79000,0.136646,0.135807,0.139303,0.139346,0.144735,0.145251,0.139818,0.138036,0.141761,0.137615,0.139832
80000,0.140215,0.141468,0.143347,0.142875,0.14055,0.142236,0.139655,0.139451,0.137404,0.140151,0.140735
81000,0.144167,0.141655,0.142505,0.1446,0.141874,0.14051,0.140354,0.140055,0.14072,0.142249,0.141869
82000,0.152857,0.145973,0.142132,0.14245,0.141637,0.142283,0.141906,0.14368,0.146542,0.144343,0.14438
83000,0.146643,0.145522,0.143782,0.145396,0.147229,0.146426,0.152559,0.147108,0.145802,0.143609,0.146408
84000,0.147281,0.145902,0.14904,0.148652,0.148868,0.148599,0.149399,0.149095,0.148179,0.145234,0.148025
85000,0.149977,0.14798,0.150329,0.151804,0.149259,0.150108,0.150636,0.149362,0.148736,0.15103,0.149922
86000,0.153306,0.16168,0.151176,0.152157,0.152124,0.155814,0.152133,0.149914,0.14959,0.151648,0.152954
87000,0.164275,0.156058,0.153085,0.153052,0.152941,0.15183,0.151834,0.151924,0.152199,0.156812,0.154401
88000,0.158198,0.156675,0.155898,0.15635,0.154889,0.1555,0.153385,0.155512,0.157072,0.1567,0.156018
89000,0.157515,0.159332,0.155114,0.154925,0.157136,0.157895,0.159201,0.158318,0.157094,0.157348,0.157388
90000,0.161621,0.16192,0.157924,0.158162,0.160249,0.159041,0.159939,0.162198,0.159686,0.158146,0.159889
91000,0.161072,0.161986,0.162903,0.161693,0.161237,0.161618,0.162602,0.161044,0.160578,0.160447,0.161518
92000,0.16461,0.161954,0.169156,0.163885,0.163479,0.163198,0.162781,0.172392,0.162414,0.161276,0.164515
93000,0.164726,0.164162,0.167003,0.16488,0.167224,0.165986,0.167558,0.165935,0.169134,0.168055,0.166466
94000,0.168047,0.165703,0.166905,0.169122,0.170659,0.169536,0.168045,0.168007,0.165092,0.167702,0.167882
95000,0.170812,0.169175,0.171296,0.170896,0.175332,0.169529,0.170409,0.173105,0.168124,0.169182,0.170786
96000,0.171171,0.171047,0.174518,0.179758,0.172073,0.172317,0.170879,0.173929,0.169124,0.171498,0.172631
97000,0.17284,0.17298,0.179426,0.174223,0.173487,0.17254,0.174862,0.173864,0.170866,0.173051,0.173814
98000,0.173813,0.17562,0.17908,0.174534,0.17409,0.174347,0.174508,0.17376,0.173728,0.175371,0.174885
99000,0.176862,0.176826,0.176805,0.17721,0.17657,0.17707,0.178103,0.182585,0.176336,0.178686,0.177705
100000,0.180106,0.178977,0.179378,0.178224,0.179778,0.185142,0.184688,0.178328,0.184009,0.178577,0.180721
